"vulnerability_rank","IGZ","CPP","Indicator","BaseYear","Change","ChangeAv","InterZone_Name","group","label","CommunityValue_BaseYear","CommunityValue_RecentYear","CPPAverage_BaseYear","CPPAverage_RecentYear"
4,"S02001690","Eilean Siar","Participation Rate","2016/17",1.05,1.58,"South Lewis","Participation Rate South Lewis"," ","95","96",95.87,97.39
4,"S02001733","Falkirk","Attainment","2013/14",2.15,0.45,"Grangemouth - Bowhouse","Attainment Grangemouth - Bowhouse"," ","5.11","5.22",5.47,5.5
4,"S02001733","Falkirk","Child Poverty","2014/15",17.79,-5.3,"Grangemouth - Bowhouse","Child Poverty Grangemouth - Bowhouse"," ","27.48","22.59",17.19,18.1
4,"S02001733","Falkirk","Crime Rate","2012/13",20,18,"Grangemouth - Bowhouse","Crime Rate Grangemouth - Bowhouse"," ","1983.14","1587.06",1412,1151
4,"S02001733","Falkirk","Depopulation","2012/13",-7.62,-0.29,"Grangemouth - Bowhouse","Depopulation Grangemouth - Bowhouse"," ","100","107.62",100,100.29
4,"S02001733","Falkirk","Early Mortality","2012/13",-21,-2,"Grangemouth - Bowhouse","Early Mortality Grangemouth - Bowhouse"," ","569","690.79",461,470
4,"S02001733","Falkirk","Emergency Admissions","2012/13",-13,-9,"Grangemouth - Bowhouse","Emergency Admissions Grangemouth - Bowhouse"," ","26897.47","30484.73",24210,26352
4,"S02001733","Falkirk","Out of Work Benefits","2013/14",-30.73,-23.86,"Grangemouth - Bowhouse","Out of Work Benefits Grangemouth - Bowhouse"," ","20.01","26.16",12.58,15.59
4,"S02001733","Falkirk","Participation Rate","2016/17",14.9,1.52,"Grangemouth - Bowhouse","Participation Rate Grangemouth - Bowhouse"," ","75.82","87.12",89.79,91.16
4,"S02001793","Fife","Attainment","2013/14",1.96,-0.09,"Kirkcaldy Hayfield and Smeaton","Attainment Kirkcaldy Hayfield and Smeaton"," ","4.6","4.69",5.41,5.41
4,"S02001793","Fife","Child Poverty","2014/15",-10.5,-0.89,"Kirkcaldy Hayfield and Smeaton","Child Poverty Kirkcaldy Hayfield and Smeaton"," ","26.66","29.46",17.59,17.75
4,"S02001793","Fife","Crime Rate","2012/13",-117,-29,"Kirkcaldy Hayfield and Smeaton","Crime Rate Kirkcaldy Hayfield and Smeaton"," ","1880.49","4077.26",923,1192
4,"S02001793","Fife","Depopulation","2012/13",-1.05,0.57,"Kirkcaldy Hayfield and Smeaton","Depopulation Kirkcaldy Hayfield and Smeaton"," ","100","101.05",100,99.43
4,"S02001793","Fife","Early Mortality","2012/13",-6,3,"Kirkcaldy Hayfield and Smeaton","Early Mortality Kirkcaldy Hayfield and Smeaton"," ","676","714.96",446,431
4,"S02001793","Fife","Emergency Admissions","2012/13",-9,-13,"Kirkcaldy Hayfield and Smeaton","Emergency Admissions Kirkcaldy Hayfield and Smeaton"," ","28089.89","30601.89",22948,25995
4,"S02001793","Fife","Out of Work Benefits","2013/14",-26.5,-29.09,"Kirkcaldy Hayfield and Smeaton","Out of Work Benefits Kirkcaldy Hayfield and Smeaton"," ","22.23","28.12",12.64,16.32
4,"S02001793","Fife","Participation Rate","2016/17",4.82,2.91,"Kirkcaldy Hayfield and Smeaton","Participation Rate Kirkcaldy Hayfield and Smeaton"," ","84.18","88.24",88.84,91.43
4,"S02001934","Glasgow City","Attainment","2013/14",10.28,3.45,"City Centre South","Attainment City Centre South"," ","3.89","4.29",5.25,5.43
4,"S02001934","Glasgow City","Child Poverty","2014/15",-156.75,-13.77,"City Centre South","Child Poverty City Centre South"," ","18.89","48.5",22.4,25.49
4,"S02001934","Glasgow City","Crime Rate","2012/13",64,61,"City Centre South","Crime Rate City Centre South"," ","57603.06","20541.78",3820,1480
4,"S02001934","Glasgow City","Depopulation","2012/13",32.84,3.89,"City Centre South","Depopulation City Centre South"," ","100","67.16",100,96.11
4,"S02001934","Glasgow City","Early Mortality","2012/13",13,11,"City Centre South","Early Mortality City Centre South"," ","767","667.69",703,624
4,"S02001934","Glasgow City","Emergency Admissions","2012/13",15,13,"City Centre South","Emergency Admissions City Centre South"," ","29078.01","24713.02",34269,29806
4,"S02001934","Glasgow City","Out of Work Benefits","2013/14",-75,-8.37,"City Centre South","Out of Work Benefits City Centre South"," ","9.6","16.8",19.83,21.49
4,"S02001934","Glasgow City","Participation Rate","2016/17",27.77,3.96,"City Centre South","Participation Rate City Centre South"," ","75","95.83",87.37,90.83
4,"S02002027","Highland","Attainment","2013/14",-3.36,-1.07,"Wick South","Attainment Wick South"," ","5.06","4.89",5.5,5.44
4,"S02002027","Highland","Child Poverty","2014/15",6.72,-6.03,"Wick South","Child Poverty Wick South"," ","24.39","22.75",14.65,15.54
4,"S02002027","Highland","Crime Rate","2012/13",-75,-297,"Wick South","Crime Rate Wick South"," ","1010.75","1773.61",331,1313
4,"S02002027","Highland","Depopulation","2012/13",-7.54,-0.15,"Wick South","Depopulation Wick South"," ","100","107.54",100,100.15
4,"S02002027","Highland","Early Mortality","2012/13",-13,8,"Wick South","Early Mortality Wick South"," ","504","571.47",432,399
4,"S02002027","Highland","Emergency Admissions","2012/13",27,6,"Wick South","Emergency Admissions Wick South"," ","28633.72","21023.17",21523,20234
4,"S02002027","Highland","Out of Work Benefits","2013/14",-24.32,-38.54,"Wick South","Out of Work Benefits Wick South"," ","17.35","21.57",9.2,12.74
4,"S02002027","Highland","Participation Rate","2016/17",-2.49,-0.5,"Wick South","Participation Rate Wick South"," ","89.12","86.9",93.38,92.91
4,"S02002050","Inverclyde","Attainment","2013/14",4.07,-0.35,"Port Glasgow Upper East","Attainment Port Glasgow Upper East"," ","5.16","5.37",5.62,5.6
4,"S02002050","Inverclyde","Child Poverty","2014/15",7.08,-7.07,"Port Glasgow Upper East","Child Poverty Port Glasgow Upper East"," ","22.03","20.47",14.19,15.2
4,"S02002050","Inverclyde","Crime Rate","2012/13",31,43,"Port Glasgow Upper East","Crime Rate Port Glasgow Upper East"," ","936.13","646.68",1940,1100
4,"S02002050","Inverclyde","Depopulation","2012/13",-6.06,-3.88,"Port Glasgow Upper East","Depopulation Port Glasgow Upper East"," ","100","106.06",100,103.88
4,"S02002050","Inverclyde","Early Mortality","2012/13",15,9,"Port Glasgow Upper East","Early Mortality Port Glasgow Upper East"," ","562","480.5",551,503
4,"S02002050","Inverclyde","Emergency Admissions","2012/13",22,15,"Port Glasgow Upper East","Emergency Admissions Port Glasgow Upper East"," ","27118.64","21236.37",27954,23879
4,"S02002050","Inverclyde","Out of Work Benefits","2013/14",-18.04,-22.02,"Port Glasgow Upper East","Out of Work Benefits Port Glasgow Upper East"," ","23.17","27.35",16.29,19.88
4,"S02002050","Inverclyde","Participation Rate","2016/17",0.71,1.96,"Port Glasgow Upper East","Participation Rate Port Glasgow Upper East"," ","89.67","90.31",91.35,93.13
4,"S02002069","Midlothian","Attainment","2013/14",-1.17,0.02,"Mayfield","Attainment Mayfield"," ","5.12","5.06",5.42,5.42
4,"S02002069","Midlothian","Child Poverty","2014/15",15.13,-2.24,"Mayfield","Child Poverty Mayfield"," ","23.93","20.31",14.54,14.87
4,"S02002069","Midlothian","Crime Rate","2012/13",9,4,"Mayfield","Crime Rate Mayfield"," ","1290.53","1176.49",1273,1227
4,"S02002069","Midlothian","Depopulation","2012/13",-1.77,10.58,"Mayfield","Depopulation Mayfield"," ","100","101.77",100,89.42
4,"S02002069","Midlothian","Early Mortality","2012/13",2,-2,"Mayfield","Early Mortality Mayfield"," ","524","514.79",420,427
4,"S02002069","Midlothian","Emergency Admissions","2012/13",8,15,"Mayfield","Emergency Admissions Mayfield"," ","24590.16","22617.86",25046,21361
4,"S02002069","Midlothian","Out of Work Benefits","2013/14",-23.21,-21.49,"Mayfield","Out of Work Benefits Mayfield"," ","17.92","22.08",11.91,14.47
4,"S02002069","Midlothian","Participation Rate","2016/17",4.89,6.91,"Mayfield","Participation Rate Mayfield"," ","88.29","92.61",88.26,94.36
4,"S02002095","Moray","Attainment","2013/14",-6.32,-1.47,"Forres South West and Mannachie","Attainment Forres South West and Mannachie"," ","5.38","5.04",5.52,5.44
4,"S02002095","Moray","Child Poverty","2014/15",6.82,-19.08,"Forres South West and Mannachie","Child Poverty Forres South West and Mannachie"," ","22.28","20.76",13.57,16.16
4,"S02002095","Moray","Crime Rate","2012/13",9,-2,"Forres South West and Mannachie","Crime Rate Forres South West and Mannachie"," ","973.66","884.42",1012,1037
4,"S02002095","Moray","Depopulation","2012/13",-8.08,-0.2,"Forres South West and Mannachie","Depopulation Forres South West and Mannachie"," ","100","108.08",100,100.2
4,"S02002095","Moray","Early Mortality","2012/13",-11,8,"Forres South West and Mannachie","Early Mortality Forres South West and Mannachie"," ","441","489.05",400,370
4,"S02002095","Moray","Emergency Admissions","2012/13",-16,-1,"Forres South West and Mannachie","Emergency Admissions Forres South West and Mannachie"," ","17576.32","20428",17487,17581
4,"S02002095","Moray","Out of Work Benefits","2013/14",-52.86,-50.5,"Forres South West and Mannachie","Out of Work Benefits Forres South West and Mannachie"," ","11.88","18.16",7.84,11.79
4,"S02002095","Moray","Participation Rate","2016/17",1.32,4.25,"Forres South West and Mannachie","Participation Rate Forres South West and Mannachie"," ","90.07","91.26",90.89,94.75
4,"S02002118","North Ayrshire","Attainment","2013/14",0.59,0.38,"Stevenston Hayocks","Attainment Stevenston Hayocks"," ","5.12","5.15",5.41,5.43
4,"S02002118","North Ayrshire","Child Poverty","2014/15",-32.83,-0.47,"Stevenston Hayocks","Child Poverty Stevenston Hayocks"," ","26.59","35.32",20.35,20.45
4,"S02002118","North Ayrshire","Crime Rate","2012/13",5,35,"Stevenston Hayocks","Crime Rate Stevenston Hayocks"," ","1895.21","1798.13",2154,1404
4,"S02002118","North Ayrshire","Depopulation","2012/13",-9.35,-2.83,"Stevenston Hayocks","Depopulation Stevenston Hayocks"," ","100","109.35",100,102.83
4,"S02002118","North Ayrshire","Early Mortality","2012/13",25,-2,"Stevenston Hayocks","Early Mortality Stevenston Hayocks"," ","682","513.91",516,526
4,"S02002118","North Ayrshire","Emergency Admissions","2012/13",1,3,"Stevenston Hayocks","Emergency Admissions Stevenston Hayocks"," ","30386.74","30085.88",27805,26840
4,"S02002118","North Ayrshire","Out of Work Benefits","2013/14",-21.79,-29.74,"Stevenston Hayocks","Out of Work Benefits Stevenston Hayocks"," ","25.01","30.46",17.21,22.33
4,"S02002118","North Ayrshire","Participation Rate","2016/17",-1.99,2.01,"Stevenston Hayocks","Participation Rate Stevenston Hayocks"," ","88.02","86.27",89.96,91.77
4,"S02002155","North Lanarkshire","Attainment","2013/14",1.35,-1.24,"Motherwell South","Attainment Motherwell South"," ","5.2","5.27",5.39,5.33
4,"S02002155","North Lanarkshire","Child Poverty","2014/15",16.6,-1.6,"Motherwell South","Child Poverty Motherwell South"," ","32.1","26.77",18.9,19.2
4,"S02002155","North Lanarkshire","Crime Rate","2012/13",55,40,"Motherwell South","Crime Rate Motherwell South"," ","12818.79","5800.92",2190,1319
4,"S02002155","North Lanarkshire","Depopulation","2012/13",-5.5,-0.89,"Motherwell South","Depopulation Motherwell South"," ","100","105.5",100,100.89
4,"S02002155","North Lanarkshire","Early Mortality","2012/13",-19,2,"Motherwell South","Early Mortality Motherwell South"," ","695","825.2",555,543
4,"S02002155","North Lanarkshire","Emergency Admissions","2012/13",-18,-6,"Motherwell South","Emergency Admissions Motherwell South"," ","35642.66","42206.67",29416,31054
4,"S02002155","North Lanarkshire","Out of Work Benefits","2013/14",-5.42,-20.26,"Motherwell South","Out of Work Benefits Motherwell South"," ","28.79","30.35",15.31,18.41
4,"S02002155","North Lanarkshire","Participation Rate","2016/17",10.85,1.93,"Motherwell South","Participation Rate Motherwell South"," ","79.84","88.5",89.21,90.93
4,"S02002218","Orkney Islands","Attainment","2013/14",1.58,-0.12,"Isles","Attainment Isles"," ","5.7","5.79",5.62,5.61
4,"S02002218","Orkney Islands","Child Poverty","2014/15",2.89,1.7,"Isles","Child Poverty Isles"," ","20.73","20.13",12.83,12.62
4,"S02002218","Orkney Islands","Crime Rate","2012/13",-2083,-353,"Isles","Crime Rate Isles"," ","20.29","443.02",171,775
4,"S02002218","Orkney Islands","Depopulation","2012/13",0.27,0.66,"Isles","Depopulation Isles"," ","100","99.73",100,99.33
4,"S02002218","Orkney Islands","Early Mortality","2012/13",-7,6,"Isles","Early Mortality Isles"," ","355","379.01",369,346
4,"S02002218","Orkney Islands","Emergency Admissions","2012/13",17,14,"Isles","Emergency Admissions Isles"," ","16404.08","13553.66",20828,17877
4,"S02002218","Orkney Islands","Out of Work Benefits","2013/14",-41.06,-61.85,"Isles","Out of Work Benefits Isles"," ","8.84","12.47",6.46,10.45
4,"S02002218","Orkney Islands","Participation Rate","2016/17",-2.28,-0.74,"Isles","Participation Rate Isles"," ","95.21","93.04",94.36,93.66
4,"S02002238","Perth and Kinross","Attainment","2013/14",-5.51,-0.16,"North Inch","Attainment North Inch"," ","5.44","5.14",5.6,5.59
4,"S02002238","Perth and Kinross","Child Poverty","2014/15",-22.62,-3.36,"North Inch","Child Poverty North Inch"," ","26.79","32.85",13.52,13.98
4,"S02002238","Perth and Kinross","Crime Rate","2012/13",-29,-39,"North Inch","Crime Rate North Inch"," ","2605.68","3365.41",745,1039
4,"S02002238","Perth and Kinross","Depopulation","2012/13",-2.75,3.22,"North Inch","Depopulation North Inch"," ","100","102.75",100,96.78
4,"S02002238","Perth and Kinross","Early Mortality","2012/13",37,3,"North Inch","Early Mortality North Inch"," ","596","373.07",369,356
4,"S02002238","Perth and Kinross","Emergency Admissions","2012/13",5,-14,"North Inch","Emergency Admissions North Inch"," ","34722.22","33124.25",22242,25364
4,"S02002238","Perth and Kinross","Out of Work Benefits","2013/14",-29.13,-42.49,"North Inch","Out of Work Benefits North Inch"," ","12.77","16.49",8.24,11.74
4,"S02002238","Perth and Kinross","Participation Rate","2016/17",21.99,0.07,"North Inch","Participation Rate North Inch"," ","75","91.49",92.3,92.37
4,"S02002278","Renfrewshire","Attainment","2013/14",0,1.08,"Paisley North","Attainment Paisley North"," ","5.22","5.22",5.52,5.58
4,"S02002278","Renfrewshire","Child Poverty","2014/15",-25.35,-16.57,"Paisley North","Child Poverty Paisley North"," ","17.79","22.3",12.87,15.01
4,"S02002278","Renfrewshire","Crime Rate","2012/13",70,51,"Paisley North","Crime Rate Paisley North"," ","11095.64","3370.42",1976,965
4,"S02002278","Renfrewshire","Depopulation","2012/13",23.48,3.07,"Paisley North","Depopulation Paisley North"," ","100","76.52",100,96.93
4,"S02002278","Renfrewshire","Early Mortality","2012/13",11,13,"Paisley North","Early Mortality Paisley North"," ","768","682.98",532,465
4,"S02002278","Renfrewshire","Emergency Admissions","2012/13",6,14,"Paisley North","Emergency Admissions Paisley North"," ","29756.1","28112.45",28094,24249
4,"S02002278","Renfrewshire","Out of Work Benefits","2013/14",-6.64,-11.04,"Paisley North","Out of Work Benefits Paisley North"," ","20.49","21.85",13.74,15.26
4,"S02002278","Renfrewshire","Participation Rate","2016/17",-0.09,1.93,"Paisley North","Participation Rate Paisley North"," ","87.15","87.07",91.1,92.86
4,"S02002306","Scottish Borders","Attainment","2013/14",-1.57,-1.26,"Eyemouth","Attainment Eyemouth"," ","5.08","5",5.54,5.47
4,"S02002306","Scottish Borders","Child Poverty","2014/15",-12.62,-9.92,"Eyemouth","Child Poverty Eyemouth"," ","19.02","21.42",15.03,16.52
4,"S02002306","Scottish Borders","Crime Rate","2012/13",-47,-37,"Eyemouth","Crime Rate Eyemouth"," ","872.04","1277.65",764,1047
4,"S02002306","Scottish Borders","Depopulation","2012/13",0.91,1.33,"Eyemouth","Depopulation Eyemouth"," ","100","99.09",100,98.67
4,"S02002306","Scottish Borders","Early Mortality","2012/13",11,5,"Eyemouth","Early Mortality Eyemouth"," ","475","422.09",380,360
4,"S02002306","Scottish Borders","Emergency Admissions","2012/13",-13,13,"Eyemouth","Emergency Admissions Eyemouth"," ","20102.43","22799.53",25376,21982
4,"S02002306","Scottish Borders","Out of Work Benefits","2013/14",-20.82,-43.38,"Eyemouth","Out of Work Benefits Eyemouth"," ","14.07","17",9.82,14.08
4,"S02002306","Scottish Borders","Participation Rate","2016/17",5.9,3,"Eyemouth","Participation Rate Eyemouth"," ","85.89","90.96",91.34,94.08
4,"S02002325","Shetland Islands","Attainment","2013/14",0.71,0.98,"Central Shetland","Attainment Central Shetland"," ","5.62","5.66",5.56,5.61
4,"S02002325","Shetland Islands","Child Poverty","2014/15",-124.62,-24.4,"Central Shetland","Child Poverty Central Shetland"," ","4.59","10.31",7.15,8.89
4,"S02002325","Shetland Islands","Crime Rate","2012/13",-1366,-245,"Central Shetland","Crime Rate Central Shetland"," ","42.37","621.16",162,559
4,"S02002325","Shetland Islands","Depopulation","2012/13",8.12,-0.19,"Central Shetland","Depopulation Central Shetland"," ","100","91.88",100,100.19
4,"S02002325","Shetland Islands","Early Mortality","2012/13",46,22,"Central Shetland","Early Mortality Central Shetland"," ","449","241.74",413,322
4,"S02002325","Shetland Islands","Emergency Admissions","2012/13",8,25,"Central Shetland","Emergency Admissions Central Shetland"," ","19163","17557.27",23493,17578
4,"S02002325","Shetland Islands","Out of Work Benefits","2013/14",-80.35,-55.08,"Central Shetland","Out of Work Benefits Central Shetland"," ","4.63","8.35",5.8,9
4,"S02002325","Shetland Islands","Participation Rate","2016/17",0.53,0.1,"Central Shetland","Participation Rate Central Shetland"," ","97.01","97.52",97.32,97.42
4,"S02002342","South Ayrshire","Attainment","2013/14",-1.02,0.33,"Dalmilling","Attainment Dalmilling"," ","4.89","4.84",5.56,5.58
